Feature,Importance
ur2m,0.2213508983213256
Tx_Mod,0.1830907217476266
tsfc,0.17569142968328408
magv,0.15322940511717473
Cl_Tx_Obs,0.07483277386530249
P90cl_Tx_Mod,0.0626321365115337
P90cl_Tx_Obs,0.057221418594128694
Cl_Tx_Mod,0.03305137082559653
sem_prev,0.02023704823762653
OC_Mod_Candid,0.014177586168763008
IOC_Mod,0.004485210927638049
