Feature,Importance
ur2m,0.15166492043874652
magv,0.1357770711004219
P90cl_Tx_Obs,0.11919902119076056
Tx_Mod,0.11904167002536264
tsfc,0.10793545129679068
Cl_Tx_Mod,0.09192035295497043
Cl_Tx_Obs,0.08983389144412757
P90cl_Tx_Mod,0.08399500677455343
sem_prev,0.05928886656186769
OC_Mod_Candid,0.03940225592132269
IOC_Mod,0.001941492291075863
