Feature,Importance
OC_Mod_Candid,0.37653285
P90cl_Tx_Obs,0.086049125
sem_prev,0.08411545
ur2m,0.076205626
Cl_Tx_Obs,0.06988048
magv,0.06753341
Cl_Tx_Mod,0.06652257
P90cl_Tx_Mod,0.059042234
Tx_Mod,0.05743381
tsfc,0.056684393
IOC_Mod,0.0
