Feature,Importance
OC_Mod_Candid,0.10780765
magv,0.107531704
Cl_Tx_Mod,0.105378985
IOC_Mod,0.0982956
ur2m,0.09658656
Tx_Mod,0.09129414
sem_prev,0.08846113
Cl_Tx_Obs,0.083880335
tsfc,0.08280084
P90cl_Tx_Obs,0.06910243
P90cl_Tx_Mod,0.06886063
