data_rod,data_prev,dia_prev,sem_prev,tsfc,magv,ur2m,Tx_Mod,Tx_Obs,P90cl_Tx_Mod,P90cl_Tx_Obs,Cl_Tx_Mod,Cl_Tx_Obs,OC_Candid,IOC_Mod,IOC_Obs
20191015,20191123,39,6,26.195831,3.103673,86.04942,24.562775,29.050049,32.28057861,30.41775513,28.1129265,28.22220238,0,0,0
20191015,20191124,40,6,26.552704,3.486741,78.7019,25.19339,23.10971,31.33323975,26.79980469,27.896038,26.09531388,0,0,0
20191015,20191125,41,6,27.03421,3.1369417,71.32653,25.830536,23.817596,29.71567383,29.0345459,27.71562575,26.60503763,0,0,0
20191015,20191126,42,6,27.088287,4.403849,77.01147,26.080292,25.412445,28.50792236,29.98764038,27.02611538,27.40629575,0,0,0
20191015,20191127,43,7,27.725891,5.0859747,76.26872,27.106293,29.59964,31.32160034,29.71011353,28.79787838,27.59073662,0,0,0
20191015,20191128,44,7,25.42395,5.3697324,83.1116,24.341827,24.216461,31.45725708,30.43435669,27.96411125,27.4193805,0,0,0
20191015,20191129,45,7,29.100647,5.2479467,80.0542,28.298126,23.239288,32.74563293,30.60830688,29.16739638,28.06380088,0,0,0
20191015,20191130,46,7,29.72937,3.3830624,79.924126,29.142426,26.550812,31.71116028,30.54122925,30.14960863,27.89451225,0,0,0
20200915,20201101,47,7,26.430603,4.003168,81.036575,29.502106,21.717316,33.41830444,29.93807983,28.47231236,26.20187118,0,0,0
20200915,20201102,48,7,28.942535,3.0709696,71.66874,31.748566,22.48825,31.44448853,29.56668091,27.38147255,25.98157818,1,0,0
20200915,20201103,49,7,26.56842,2.4391994,85.17554,26.147919,23.742218,31.84182739,31.04577637,26.85572955,27.94621118,0,0,0
20200915,20201104,50,8,27.158783,2.6104429,86.582634,28.544891,23.550446,31.14221191,31.09802246,27.26936764,26.66333291,0,0,0
20200915,20201105,51,8,28.115265,3.0155427,77.84352,30.556366,22.862915,30.55636597,29.25061035,27.501759,25.876032,1,0,0
20200915,20201106,52,8,25.167389,3.5976596,84.08656,26.37796,23.396149,29.30450439,26.00964355,27.69604464,24.47526136,0,0,0
20200915,20201107,53,8,23.993164,4.259365,83.122955,23.246796,24.144684,30.82644653,27.49679565,27.43131055,25.09972018,0,0,0
20200915,20201108,54,8,20.627686,4.769126,90.27587,20.295319,24.799042,31.51754761,28.68063354,26.960616,25.79644518,0,0,0
20200915,20201109,55,8,20.528229,4.5429997,88.82911,20.376862,26.25888,30.35250854,29.55285645,27.06216145,26.58706927,0,0,0
20200915,20201110,56,8,22.431793,4.0367765,85.89298,22.813568,25.395477,30.67996216,30.86642456,26.78338609,27.47243709,0,0,0
20200915,20201111,57,9,23.74414,4.5091414,82.49367,23.170135,25.778656,30.06637573,31.76419067,26.65807809,27.67608909,0,0,0
20200915,20201112,58,9,23.815613,4.0910096,83.58988,23.96579,26.644989,30.17718506,33.84359741,27.58699736,28.01749773,0,0,0
20200915,20201113,59,9,21.828918,3.4565148,85.95685,22.851105,26.23117,28.76901245,30.99169922,26.02601209,27.14295827,0,0,0
20201015,20201101,17,3,29.25113,4.1428137,67.99802,31.25821,21.717316,33.47324219,29.93807983,29.9500465,26.20187118,0,0,0
20201015,20201102,18,3,29.575378,4.0191545,56.33584,31.313995,22.48825,31.72999268,29.56668091,28.44996638,25.98157818,0,0,0
20201015,20201103,19,3,30.25064,2.947541,59.703716,32.423737,23.742218,29.47561035,31.04577637,26.47648625,27.94621118,1,1,0
20201015,20201104,20,3,30.063416,2.9799724,73.66235,29.053802,23.550446,28.64291992,31.09802246,25.7095105,26.66333291,1,1,0
20201015,20201105,21,3,30.770569,3.0793622,78.15786,29.302643,22.862915,29.1122406,29.25061035,25.87327588,25.876032,1,1,0
20201015,20201106,22,4,33.021667,2.7191865,60.280468,36.366516,23.396149,34.33540955,26.00964355,28.21619412,24.47526136,1,1,0
20201015,20201107,23,4,31.377106,2.9864557,64.688416,31.771027,24.144684,32.31129761,27.49679565,27.186489,25.09972018,0,0,0
20201015,20201108,24,4,27.19223,2.4967773,82.43339,25.887268,24.799042,30.50455627,28.68063354,27.16895312,25.79644518,0,0,0
20201015,20201109,25,4,26.990814,2.4212792,85.30589,26.008728,26.25888,30.70879517,29.55285645,27.29484913,26.58706927,0,0,0
20201015,20201110,26,4,28.312561,3.1688485,84.78203,26.957306,25.395477,30.47737122,30.86642456,26.92184825,27.47243709,0,0,0
20201015,20201111,27,4,27.042511,4.354407,84.44923,25.837433,25.778656,29.84162598,31.76419067,26.32362738,27.67608909,0,0,0
20201015,20201112,28,4,27.01416,4.2531433,87.53563,26.16214,26.644989,30.10089111,33.84359741,26.70909138,28.01749773,0,0,0
20201015,20201113,29,5,28.96582,3.929703,83.15405,27.815704,26.23117,29.85751343,30.99169922,26.62516,27.14295827,0,0,0
20201015,20201114,30,5,27.381683,3.6411057,74.52069,28.551666,26.820526,31.11983337,32.62368774,26.59750375,28.76029975,0,0,0
20201015,20201115,31,5,25.831238,3.1352131,76.67239,26.604004,29.111633,30.093927,30.92581177,26.3094215,28.09907138,0,0,0
20201015,20201116,32,5,27.116241,3.0280452,75.41817,25.963684,29.799164,32.85397949,33.84396362,28.61454388,27.32657625,0,0,0
20201015,20201117,33,5,26.058167,2.9660141,73.0883,26.169647,28.290924,31.40658569,30.40292358,27.80569438,27.47973625,0,0,0
20201015,20201118,34,5,27.344055,3.3679605,75.71883,28.190887,24.616608,31.21523438,32.42886353,28.33895462,28.4647365,0,0,0
20201015,20201119,35,5,30.662262,3.4055626,72.148964,32.48044,25.29718,31.21745605,30.48513794,28.17867688,27.13125988,1,0,0
20201015,20201120,36,6,31.047363,3.743705,72.17726,30.950378,22.934906,30.502005,30.51504517,28.6385575,25.60397338,1,0,0
20201015,20201121,37,6,26.90445,1.9298254,84.32402,25.458527,24.52005,29.38522949,30.41207886,27.1441345,26.52687462,0,0,0
20201015,20201122,38,6,29.31134,2.8891103,73.82796,32.3927,24.8721,31.8216217,32.47793579,27.51642613,28.77042763,1,0,0
20201015,20201123,39,6,26.741028,4.8790507,83.75065,27.608795,25.848114,32.28057861,30.41775513,28.1129265,28.22220238,0,0,0
20201015,20201124,40,6,25.857513,4.094627,77.98195,23.463531,26.799805,31.33323975,26.79980469,27.896038,26.09531388,0,0,0
20201015,20201125,41,6,24.876038,2.4286962,66.93839,24.689758,27.468842,29.71567383,29.0345459,27.71562575,26.60503763,0,0,0
20201015,20201126,42,6,28.00119,4.498982,74.22801,27.509796,30.752289,28.50792236,29.98764038,27.02611538,27.40629575,0,0,0
20201015,20201127,43,7,29.03183,5.148402,74.6483,27.746918,29.710114,31.32160034,29.71011353,28.79787838,27.59073662,0,0,0
20201015,20201128,44,7,29.156677,5.447251,78.69407,28.404022,28.930634,31.45725708,30.43435669,27.96411125,27.4193805,0,0,0
20201015,20201129,45,7,27.874115,3.027906,74.64512,28.644287,30.608307,32.74563293,30.60830688,29.16739638,28.06380088,0,0,0
20201015,20201130,46,7,29.480042,4.0112815,64.35393,30.813538,30.822235,31.71116028,30.54122925,30.14960863,27.89451225,0,0,0
20210915,20211101,47,7,31.995026,2.416036,64.755,33.418304,21.977692,33.41830444,29.93807983,28.47231236,26.20187118,0,0,0
20210915,20211102,48,7,25.861359,4.0722485,77.7041,28.097961,24.361847,31.44448853,29.56668091,27.38147255,25.98157818,0,0,0
20210915,20211103,49,7,21.861298,4.9118767,86.181366,22.156952,24.343903,31.84182739,31.04577637,26.85572955,27.94621118,0,0,0
20210915,20211104,50,8,22.414825,2.9037325,78.898415,21.734558,24.305023,31.14221191,31.09802246,27.26936764,26.66333291,0,0,0
20210915,20211105,51,8,24.025574,3.0648754,69.50603,24.551392,25.002441,30.55636597,29.25061035,27.501759,25.876032,0,0,0
20210915,20211106,52,8,24.800262,3.7206464,75.48553,25.678253,24.445404,29.30450439,26.00964355,27.69604464,24.47526136,0,0,0
20210915,20211107,53,8,26.477783,3.9493914,78.60485,28.746521,24.66867,30.82644653,27.49679565,27.43131055,25.09972018,0,0,0
20210915,20211108,54,8,29.072754,2.9022322,71.45977,32.47574,24.866608,31.51754761,28.68063354,26.960616,25.79644518,1,0,0
20210915,20211109,55,8,30.197968,2.8344598,73.22377,28.98999,23.29129,30.35250854,29.55285645,27.06216145,26.58706927,0,0,0
20210915,20211110,56,8,26.046082,3.5097735,83.085335,27.739136,23.337433,30.67996216,30.86642456,26.78338609,27.47243709,0,0,0
20210915,20211111,57,9,27.654419,2.726319,79.45364,30.066376,22.871521,30.06637573,31.76419067,26.65807809,27.67608909,1,0,0
20210915,20211112,58,9,27.153687,4.5680666,76.48708,34.86435,21.201202,30.17718506,33.84359741,27.58699736,28.01749773,1,0,0
20210915,20211113,59,9,20.576569,5.7372913,83.14233,20.52353,21.803802,28.76901245,30.99169922,26.02601209,27.14295827,0,0,0
20211015,20211101,17,3,25.715363,1.9371014,78.90361,24.439575,21.977692,33.47324219,29.93807983,29.9500465,26.20187118,0,0,0
20211015,20211102,18,3,26.30545,2.306876,78.357414,25.921356,24.361847,31.72999268,29.56668091,28.44996638,25.98157818,0,0,0
20211015,20211103,19,3,25.90384,2.6677055,76.66826,25.270782,24.343903,29.47561035,31.04577637,26.47648625,27.94621118,0,0,0
20211015,20211104,20,3,25.26709,3.347826,78.64421,23.856842,24.305023,28.64291992,31.09802246,25.7095105,26.66333291,0,0,0
20211015,20211105,21,3,22.29419,3.5782568,85.30747,21.233704,25.002441,29.1122406,29.25061035,25.87327588,25.876032,0,0,0
20211015,20211106,22,4,22.113373,2.5747533,83.82089,22.077148,24.445404,34.33540955,26.00964355,28.21619412,24.47526136,0,0,0
20211015,20211107,23,4,24.926788,4.4277406,81.4514,24.813171,24.66867,32.31129761,27.49679565,27.186489,25.09972018,0,0,0
20211015,20211108,24,4,24.756561,4.221695,85.003654,24.532837,24.866608,30.50455627,28.68063354,27.16895312,25.79644518,0,0,0
20211015,20211109,25,4,25.886383,3.862257,85.447495,24.569183,23.29129,30.70879517,29.55285645,27.29484913,26.58706927,0,0,0
20211015,20211110,26,4,26.135406,4.1318955,85.00035,26.28601,23.337433,30.47737122,30.86642456,26.92184825,27.47243709,0,0,0
20211015,20211111,27,4,27.395966,3.8574116,83.89262,26.250946,22.871521,29.84162598,31.76419067,26.32362738,27.67608909,0,0,0
20211015,20211112,28,4,26.950073,4.2700496,83.47537,26.48639,21.201202,30.10089111,33.84359741,26.70909138,28.01749773,0,0,0
20211015,20211113,29,5,28.587921,3.7259781,78.503784,28.90567,21.803802,29.85751343,30.99169922,26.62516,27.14295827,0,0,0
20211015,20211114,30,5,30.329956,4.187303,68.83292,32.539337,24.344208,31.11983337,32.62368774,26.59750375,28.76029975,1,1,0
20211015,20211115,31,5,28.056122,3.843431,63.75635,30.333527,25.776825,30.093927,30.92581177,26.3094215,28.09907138,1,1,0
20211015,20211116,32,5,30.326721,3.313148,55.63616,33.143097,27.161194,32.85397949,33.84396362,28.61454388,27.32657625,1,1,0
20211015,20211117,33,5,27.542023,3.8657887,78.50116,29.137268,29.047028,31.40658569,30.40292358,27.80569438,27.47973625,0,0,0
20211015,20211118,34,5,25.774841,4.064527,82.225334,24.151276,29.14801,31.21523438,32.42886353,28.33895462,28.4647365,0,0,0
20211015,20211119,35,5,26.61673,2.339878,77.17296,26.456818,24.445892,31.21745605,30.48513794,28.17867688,27.13125988,0,0,0
20211015,20211120,36,6,28.064636,2.3218427,78.0209,27.978333,23.307037,30.502005,30.51504517,28.6385575,25.60397338,0,0,0
20211015,20211121,37,6,25.440277,2.4762218,84.32151,24.45932,23.014496,29.38522949,30.41207886,27.1441345,26.52687462,0,0,0
20211015,20211122,38,6,24.242188,4.159621,89.80279,22.455353,24.613495,31.8216217,32.47793579,27.51642613,28.77042763,0,0,0
20211015,20211123,39,6,24.294586,5.3070474,86.75611,23.354279,28.295044,32.28057861,30.41775513,28.1129265,28.22220238,0,0,0
20211015,20211124,40,6,26.54123,5.0151854,81.34878,26.720306,25.612396,31.33323975,26.79980469,27.896038,26.09531388,0,0,0
20211015,20211125,41,6,27.30246,4.8809624,80.39501,27.36435,27.098602,29.71567383,29.0345459,27.71562575,26.60503763,0,0,0
20211015,20211126,42,6,27.395905,4.8149376,79.82163,27.815002,29.966827,28.50792236,29.98764038,27.02611538,27.40629575,0,0,0
20211015,20211127,43,7,28.339233,4.2084904,76.25597,29.029083,30.534119,31.32160034,29.71011353,28.79787838,27.59073662,0,0,0
20211015,20211128,44,7,28.09665,4.076531,73.7505,29.846863,26.96988,31.45725708,30.43435669,27.96411125,27.4193805,0,0,0
20211015,20211129,45,7,29.790497,2.566586,66.733665,30.77414,31.250702,32.74563293,30.60830688,29.16739638,28.06380088,0,0,0
20211015,20211130,46,7,30.467285,3.0170805,66.972984,31.700989,27.4039,31.71116028,30.54122925,30.14960863,27.89451225,0,0,0
20220915,20221101,47,7,26.28125,4.6286135,81.09095,25.23288,24.458496,33.41830444,29.93807983,28.47231236,26.20187118,0,0,0
20220915,20221102,48,7,25.403961,5.0085707,78.73803,25.029816,21.155853,31.44448853,29.56668091,27.38147255,25.98157818,0,0,0
20220915,20221103,49,7,23.89975,5.033975,83.060486,23.86145,20.62033,31.84182739,31.04577637,26.85572955,27.94621118,0,0,0
20220915,20221104,50,8,24.333008,4.169124,80.1771,23.30362,21.928375,31.14221191,31.09802246,27.26936764,26.66333291,0,0,0
20220915,20221105,51,8,25.043915,4.051118,77.341805,24.273468,23.454346,30.55636597,29.25061035,27.501759,25.876032,0,0,0
20220915,20221106,52,8,25.815308,4.1599903,72.70848,26.860107,23.70398,29.30450439,26.00964355,27.69604464,24.47526136,0,0,0
20220915,20221107,53,8,27.48114,3.510325,66.2915,30.12085,21.6279,30.82644653,27.49679565,27.43131055,25.09972018,0,0,0
20220915,20221108,54,8,28.849121,3.3138697,63.993523,31.517548,21.606384,31.51754761,28.68063354,26.960616,25.79644518,1,0,0
20220915,20221109,55,8,30.620575,3.734354,64.21295,34.159637,25.771545,30.35250854,29.55285645,27.06216145,26.58706927,1,0,0
20220915,20221110,56,8,24.149536,3.9309754,89.71422,25.257812,26.011871,30.67996216,30.86642456,26.78338609,27.47243709,0,0,0
20220915,20221111,57,9,25.055145,3.2301536,82.735565,23.997528,26.725433,30.06637573,31.76419067,26.65807809,27.67608909,0,0,0
20220915,20221112,58,9,24.860504,3.065987,76.24838,26.092438,27.577484,30.17718506,33.84359741,27.58699736,28.01749773,0,0,0
20220915,20221113,59,9,25.931915,3.693176,79.24788,27.491089,27.25821,28.76901245,30.99169922,26.02601209,27.14295827,0,0,0
20221015,20221101,17,3,27.835724,2.2162359,71.32641,29.401886,24.458496,33.47324219,29.93807983,29.9500465,26.20187118,0,0,0
20221015,20221102,18,3,26.447906,2.9527173,82.92676,26.80008,21.155853,31.72999268,29.56668091,28.44996638,25.98157818,0,0,0
20221015,20221103,19,3,25.344086,2.3435795,83.37466,25.329315,20.62033,29.47561035,31.04577637,26.47648625,27.94621118,0,0,0
20221015,20221104,20,3,27.670868,2.2885947,78.4351,28.466827,21.928375,28.64291992,31.09802246,25.7095105,26.66333291,0,0,0
20221015,20221105,21,3,27.537262,2.8406088,83.495285,25.921143,23.454346,29.1122406,29.25061035,25.87327588,25.876032,0,0,0
20221015,20221106,22,4,22.895264,4.1723695,87.8588,21.76886,23.70398,34.33540955,26.00964355,28.21619412,24.47526136,0,0,0
20221015,20221107,23,4,24.55661,2.7303956,85.70713,24.796326,21.6279,32.31129761,27.49679565,27.186489,25.09972018,0,0,0
20221015,20221108,24,4,27.799774,3.3695407,82.29865,26.841156,21.606384,30.50455627,28.68063354,27.16895312,25.79644518,0,0,0
20221015,20221109,25,4,27.08316,4.554321,83.04284,26.726501,25.771545,30.70879517,29.55285645,27.29484913,26.58706927,0,0,0
20221015,20221110,26,4,26.856873,4.809157,80.93697,25.771454,26.011871,30.47737122,30.86642456,26.92184825,27.47243709,0,0,0
20221015,20221111,27,4,25.959778,3.8128448,79.261604,24.976685,26.725433,29.84162598,31.76419067,26.32362738,27.67608909,0,0,0
20221015,20221112,28,4,27.08078,2.8919983,81.067604,26.200409,27.577484,30.10089111,33.84359741,26.70909138,28.01749773,0,0,0
20221015,20221113,29,5,27.026062,4.75272,84.92955,25.014496,27.25821,29.85751343,30.99169922,26.62516,27.14295827,0,0,0
20221015,20221114,30,5,25.372406,4.53834,85.08196,22.951569,30.386078,31.11983337,32.62368774,26.59750375,28.76029975,0,0,0
20221015,20221115,31,5,23.285583,4.1005063,84.49362,21.454468,30.87387,30.093927,30.92581177,26.3094215,28.09907138,0,0,0
20221015,20221116,32,5,25.478455,2.710709,77.55971,25.978912,25.798584,32.85397949,33.84396362,28.61454388,27.32657625,0,0,0
20221015,20221117,33,5,27.142487,2.498262,80.50692,26.59906,26.42041,31.40658569,30.40292358,27.80569438,27.47973625,0,0,0
20221015,20221118,34,5,27.876373,2.1053038,83.67625,28.976532,25.277252,31.21523438,32.42886353,28.33895462,28.4647365,0,0,0
20221015,20221119,35,5,27.769531,3.0042536,76.07207,29.039337,25.632904,31.21745605,30.48513794,28.17867688,27.13125988,0,0,0
20221015,20221120,36,6,28.601532,3.2251363,73.722336,30.113983,27.724152,30.502005,30.51504517,28.6385575,25.60397338,0,0,0
20221015,20221121,37,6,29.04425,3.8183417,75.70585,28.480255,29.187775,29.38522949,30.41207886,27.1441345,26.52687462,0,0,0
20221015,20221122,38,6,28.58902,2.1661983,80.53104,27.427673,29.894257,31.8216217,32.47793579,27.51642613,28.77042763,0,0,0
20221015,20221123,39,6,31.05664,2.6991982,74.062996,33.0195,30.163177,32.28057861,30.41775513,28.1129265,28.22220238,1,0,0
20221015,20221124,40,6,30.726685,2.6658304,70.72076,30.606842,25.64981,31.33323975,26.79980469,27.896038,26.09531388,0,0,0
20221015,20221125,41,6,28.507904,3.31911,84.13459,26.524414,25.696045,29.71567383,29.0345459,27.71562575,26.60503763,0,0,0
20221015,20221126,42,6,25.535095,4.9039407,90.296364,23.958527,25.700836,28.50792236,29.98764038,27.02611538,27.40629575,0,0,0
20221015,20221127,43,7,25.509827,3.7390656,88.26529,23.631561,26.333649,31.32160034,29.71011353,28.79787838,27.59073662,0,0,0
20221015,20221128,44,7,24.41745,4.081016,84.25773,23.166718,26.492859,31.45725708,30.43435669,27.96411125,27.4193805,0,0,0
20221015,20221129,45,7,24.734406,3.823062,86.32456,23.647797,27.7641,32.74563293,30.60830688,29.16739638,28.06380088,0,0,0
20221015,20221130,46,7,29.0849,3.102439,81.92436,28.446777,27.853058,31.71116028,30.54122925,30.14960863,27.89451225,0,0,0
20230915,20231101,47,7,32.64386,2.5684202,46.551525,35.859528,25.777863,33.41830444,29.93807983,28.47231236,26.20187118,1,1,0
20230915,20231102,48,7,31.158447,3.5777812,62.57109,31.444489,25.176758,31.44448853,29.56668091,27.38147255,25.98157818,1,1,0
20230915,20231103,49,7,29.677795,2.063774,67.34811,31.841827,31.010162,31.84182739,31.04577637,26.85572955,27.94621118,0,1,0
20230915,20231104,50,8,29.695526,2.9193387,63.008186,31.481354,25.763885,31.14221191,31.09802246,27.26936764,26.66333291,1,1,0
20230915,20231105,51,8,28.864746,2.718624,78.17019,30.291046,25.145905,30.55636597,29.25061035,27.501759,25.876032,0,0,0
20230915,20231106,52,8,30.719635,3.2427614,67.794395,32.204437,24.528473,29.30450439,26.00964355,27.69604464,24.47526136,1,0,0
20230915,20231107,53,8,30.180817,2.4397585,70.63293,30.826447,24.93695,30.82644653,27.49679565,27.43131055,25.09972018,1,0,0
20230915,20231108,54,8,28.326843,3.807144,71.62271,29.445465,28.680634,31.51754761,28.68063354,26.960616,25.79644518,0,0,0
20230915,20231109,55,8,29.361969,4.1339116,66.37117,30.352509,32.989594,30.35250854,29.55285645,27.06216145,26.58706927,1,0,0
20230915,20231110,56,8,30.913208,3.7041922,61.201836,31.380035,28.8013,30.67996216,30.86642456,26.78338609,27.47243709,1,0,0
20231015,20231101,17,3,27.516357,4.2472897,88.26935,28.191833,25.777863,33.47324219,29.93807983,29.9500465,26.20187118,0,0,0
20231015,20231102,18,3,28.674591,4.04574,84.62925,29.601654,25.176758,31.72999268,29.56668091,28.44996638,25.98157818,0,0,0
20231015,20231103,19,3,28.369171,2.6237907,90.01248,28.151276,31.010162,29.47561035,31.04577637,26.47648625,27.94621118,0,0,0
20231015,20231104,20,3,26.16156,5.112027,88.674576,26.577667,25.763885,28.64291992,31.09802246,25.7095105,26.66333291,0,0,0
20231015,20231105,21,3,27.597595,2.4115295,92.42391,27.549896,25.145905,29.1122406,29.25061035,25.87327588,25.876032,0,0,0
20231015,20231106,22,4,31.334381,2.81411,89.4195,32.387848,24.528473,34.33540955,26.00964355,28.21619412,24.47526136,0,0,0
20231015,20231107,23,4,32.282257,2.7505271,68.94432,33.57193,24.93695,32.31129761,27.49679565,27.186489,25.09972018,1,0,0
20231015,20231108,24,4,31.901978,3.3987277,81.2071,29.490509,28.680634,30.50455627,28.68063354,27.16895312,25.79644518,0,0,0
20231015,20231109,25,4,31.41275,3.4868262,83.287186,32.72061,32.989594,30.70879517,29.55285645,27.29484913,26.58706927,1,0,0
20231015,20231110,26,4,29.965912,3.7400293,92.6171,26.233246,28.8013,30.47737122,30.86642456,26.92184825,27.47243709,0,0,0
20231015,20231120,36,6,28.056183,4.2696023,99.19714,25.536499,24.916779,30.502005,30.51504517,28.6385575,25.60397338,0,0,0
20231015,20231121,37,6,27.162079,5.181868,97.76151,24.630981,29.229218,29.38522949,30.41207886,27.1441345,26.52687462,0,0,0
20231015,20231122,38,6,25.63675,4.406476,101.88716,24.534302,33.2482,31.8216217,32.47793579,27.51642613,28.77042763,0,0,0
20231015,20231123,39,6,28.747528,2.2624898,93.891365,28.88971,31.711853,32.28057861,30.41775513,28.1129265,28.22220238,0,0,0
20231015,20231124,40,6,29.787048,2.5578024,81.89704,31.37558,25.95166,31.33323975,26.79980469,27.896038,26.09531388,1,0,0
20231015,20231125,41,6,31.383545,2.1322324,78.20404,32.70755,25.179657,29.71567383,29.0345459,27.71562575,26.60503763,1,0,0
20231015,20231126,42,6,27.87442,3.8199797,98.63009,27.026428,25.630402,28.50792236,29.98764038,27.02611538,27.40629575,0,0,0
20231015,20231127,43,7,29.869354,1.9506544,93.43581,30.203278,27.77002,31.32160034,29.71011353,28.79787838,27.59073662,0,0,0
20231015,20231128,44,7,32.443176,2.3698401,93.52522,30.922516,30.238678,31.45725708,30.43435669,27.96411125,27.4193805,0,0,0
20231015,20231129,45,7,29.722076,1.6612809,93.819885,29.134338,28.850098,32.74563293,30.60830688,29.16739638,28.06380088,0,0,0
20231015,20231130,46,7,28.830994,2.577009,99.52346,27.957916,30.54123,31.71116028,30.54122925,30.14960863,27.89451225,0,0,0
20141015,20141105,21,3,28.236509411576925,4.152413257013645,71.8791885538487,30.919141666333616,27.310727915894056,32.86888806448078,26.91961745502838,27.558367430749428,24.86855904183059,0,0,1
20141015,20141104,20,3,27.08488048439952,3.4279881638163854,75.15409713785738,26.476681042708144,30.987515999379145,28.78133830675448,30.97429360923392,25.770462934758196,26.610127835640583,0,0,1
20140979,20141107,33,5,26.168287615481834,4.222056178458699,80.81690848436654,24.57043543475312,28.82269454993981,30.079104632191314,27.733693591190363,27.3558216664324,25.328048913610804,0,0,1
20141015,20141106,22,3,26.250493055378417,4.311621766811389,80.12279658852658,24.509983985822267,31.161531774874046,31.661588745002437,28.13461137701798,26.924900334395396,25.37665269293981,0,0,1
20140915,20141107,53,8,23.73400337034217,4.854998618636056,84.68938441394997,23.775551774262855,30.020358423038342,31.460317494460412,28.714570766153408,26.992836420287514,25.80118389192965,0,0,1
20140915,20141107,53,8,21.900628566924528,4.523164991165874,86.39958344302194,21.756496441778253,31.124240984379757,30.858286540190647,27.551336746190554,27.409624982284374,25.13181929218787,0,0,1
20141015,20141105,21,3,26.07702023808963,3.582146840246654,82.20474630467173,25.16976076851705,29.02098444682845,29.55691827353987,28.974688665206717,26.072741653026036,25.756776537402306,0,0,1
20140915,20141105,51,8,23.55914365943228,4.787850575456325,80.52389920843575,23.987017128203725,31.146632521672984,30.943329832646466,28.82982108531466,27.371365972918813,25.678505035839667,0,0,1
20140915,20141107,53,8,23.62609193778861,4.823610885301952,85.029659725003,23.63920476458206,30.056441037590222,31.502690993975932,28.689443452982516,26.96898023983828,25.79767532295749,0,0,1
20140915,20141105,51,8,26.028258078189126,5.527653172245053,77.74180283317804,26.604400587577892,29.057272690728986,30.4666307325044,29.01829319117054,27.515685673943764,25.775622747039886,0,0,1
20140915,20141105,51,8,25.973738925823923,5.549015713562434,79.91514493254074,26.047381385162776,27.708323152053605,29.84053167444347,27.39737415898269,27.612854608706314,25.0750491434763,0,0,1
20140915,20141104,50,8,26.422111934056613,5.247025122290393,70.91441692971583,27.788360027415386,31.063712142958604,31.154727546835872,31.01741418902077,27.259072260693635,26.63442638177433,0,0,1
20141015,20141104,20,3,27.110943310095692,3.4400676984801417,75.05707111913871,26.56308882179628,30.93268985720014,28.850012823158593,30.912907118675637,25.800703707525596,26.583730816880646,0,0,1
20140929,20141104,45,7,26.912750970935157,5.136026973954371,69.96532336607294,28.746258147255112,30.43001082918459,31.611581769903943,30.3500788732307,27.408542179873123,26.341707081389124,0,0,1
20140915,20141106,52,8,24.45146631648012,4.944932686560975,80.8130350506113,24.869819354858635,30.37205929851716,31.40703042898084,29.39243102919529,27.05152757832267,26.05169931164722,0,0,1
20140915,20141105,51,8,25.39091064785331,5.0889459093167435,76.09417509975957,26.261143328210792,30.701783394109622,31.286752835533214,30.167091477760536,27.15046808473388,26.32949641422412,0,0,1
20140915,20141106,52,8,25.578900554163653,5.4549579948571,82.27796255011297,25.275881182052323,27.076788253961734,29.633945369806256,26.407256010256557,27.586566284787768,24.671937180983274,0,0,1
20140915,20141104,50,8,26.33199436765534,5.358765113410983,74.02122678052831,27.184363393737573,29.65774269227485,30.55980195787083,29.485403212847885,27.404590970394064,25.969884886948595,0,0,1
20140915,20141107,53,8,24.085143631112416,4.888776820027364,82.6530860162107,24.327292760025887,30.243488171847723,31.453930931277654,29.090363427859327,27.012947163507437,25.94337636242617,0,0,1
20141015,20141106,22,4,27.81414711088301,4.450184651714345,73.44230341975118,29.325122403519195,28.601796413214185,33.43832569354902,26.668747483252414,27.759830110775827,24.75202072067075,0,0,1
20140921,20141104,48,7,26.552586529028535,5.143362573195261,70.73790882069497,27.829028953222956,31.098022,30.9826440484603,31.09802246,27.169778208619782,26.66333291,0,0,1
20141015,20141106,22,4,27.027714837293512,4.476004442116899,76.94225135626556,26.963488412440075,29.770322153229507,32.926567327954416,27.04474572378776,27.49948867469122,24.909903305516494,0,0,1
20140915,20141105,51,8,26.181932458126344,5.436047082885731,76.89497294952463,26.586286677100063,28.507329987268253,30.094606210866775,28.197335224707352,27.51259962987022,25.415998281967752,0,0,1
20140915,20141107,53,8,23.41633866369285,4.783120708260073,85.27636432686336,23.40447877917257,30.176579794348292,31.45038883020441,28.565592324656816,27.006356446006013,25.72873988737756,0,0,1
20141015,20141104,20,3,26.552929049191675,3.4428870478124547,78.52255291662853,25.569226959643323,30.386781730690767,28.823604990160632,30.38678214834156,25.772558987816865,26.360227749236834,0,0,1
20140915,20141107,53,8,23.611519115053046,4.820112349380162,85.115414263833,23.611084385474054,30.034124758442154,31.495536350408138,28.654067473189446,26.96793068349106,25.783304487686458,0,0,1
20140915,20141107,53,8,23.915886335339273,4.918327266214989,84.67644128501311,23.868639714218542,29.576604791329625,31.207535629850437,28.306470537544236,27.063637796811136,25.61136844562887,0,0,1
20141015,20141106,22,4,27.694480975325664,4.454113476410554,73.97486707243922,28.965768365283445,28.779603154243116,33.360454848205485,26.725960618995,27.72021569688676,24.776044656913932,0,0,1
